# energy mu normalized_energy pre_edge post_edge
8.973109000000000378e+03 4.247252999999999723e-01 8.973109000000000378e+03 3.710109395240559493e-01 3.095118215217775415e+00
8.973384000000000015e+03 4.266207000000000193e-01 8.973384000000000015e+03 3.709695024590924373e-01 3.094876549544656186e+00
8.973659999999999854e+03 4.285031999999999730e-01 8.973659999999999854e+03 3.709279147138926369e-01 3.094634005087271156e+00
8.973936999999999898e+03 4.306514000000000175e-01 8.973936999999999898e+03 3.708861762884565483e-01 3.094390581845620325e+00
8.974212999999999738e+03 4.329617000000000049e-01 8.974212999999999738e+03 3.708445885432567479e-01 3.094148037388235295e+00
8.974487999999999374e+03 4.356466999999999978e-01 8.974487999999999374e+03 3.708031514782932359e-01 3.093906371715116066e+00
8.974763999999999214e+03 4.383385000000000198e-01 8.974763999999999214e+03 3.707615637330934355e-01 3.093663827257731036e+00
8.975039000000000669e+03 4.413853999999999833e-01 8.975039000000000669e+03 3.707201266681297014e-01 3.093422161584610919e+00
8.975315000000000509e+03 4.447641999999999984e-01 8.975315000000000509e+03 3.706785389229299010e-01 3.093179617127225889e+00
8.975591000000000349e+03 4.485911000000000204e-01 8.975591000000000349e+03 3.706369511777301007e-01 3.092937072669840859e+00
8.975865999999999985e+03 4.528653000000000262e-01 8.975865999999999985e+03 3.705955141127663666e-01 3.092695406996721630e+00
8.976141999999999825e+03 4.579183000000000003e-01 8.976141999999999825e+03 3.705539263675665662e-01 3.092452862539336600e+00
8.976417999999999665e+03 4.632914000000000199e-01 8.976417999999999665e+03 3.705123386223667659e-01 3.092210318081951570e+00
8.976693999999999505e+03 4.695694999999999730e-01 8.976693999999999505e+03 3.704707508771669655e-01 3.091967773624566540e+00
8.976970999999999549e+03 4.768402999999999947e-01 8.976970999999999549e+03 3.704290124517310989e-01 3.091724350382915709e+00
8.977245999999999185e+03 4.855135999999999896e-01 8.977245999999999185e+03 3.703875753867673648e-01 3.091482684709796480e+00
8.977522000000000844e+03 4.960384999999999933e-01 8.977522000000000844e+03 3.703459876415673424e-01 3.091240140252409674e+00
8.977797000000000480e+03 5.081936999999999705e-01 8.977797000000000480e+03 3.703045505766038303e-01 3.090998474579290445e+00
8.978074000000000524e+03 5.229036999999999713e-01 8.978074000000000524e+03 3.702628121511677417e-01 3.090755051337639614e+00
8.978350000000000364e+03 5.410135999999999834e-01 8.978350000000000364e+03 3.702212244059679414e-01 3.090512506880254584e+00
8.978626000000000204e+03 5.634327999999999559e-01 8.978626000000000204e+03 3.701796366607681410e-01 3.090269962422869554e+00
8.978900999999999840e+03 5.923289000000000470e-01 8.978900999999999840e+03 3.701381995958046289e-01 3.090028296749750325e+00
8.979177999999999884e+03 6.275937999999999795e-01 8.979177999999999884e+03 3.700964611703685403e-01 3.089784873508099494e+00
8.979453999999999724e+03 6.710390000000000521e-01 8.979453999999999724e+03 3.700548734251687399e-01 3.089542329050714464e+00
8.979728999999999360e+03 7.264798000000000089e-01 8.979728999999999360e+03 3.700134363602052279e-01 3.089300663377596123e+00
8.980005999999999403e+03 7.947653000000000079e-01 8.980005999999999403e+03 3.699716979347691392e-01 3.089057240135944404e+00
8.980282999999999447e+03 8.795190000000000508e-01 8.980282999999999447e+03 3.699299595093330506e-01 3.088813816894293574e+00
8.980559999999999491e+03 9.748746000000000356e-01 8.980559999999999491e+03 3.698882210838969620e-01 3.088570393652642743e+00
8.980834999999999127e+03 1.080867999999999940e+00 8.980834999999999127e+03 3.698467840189334499e-01 3.088328727979523514e+00
8.981110000000000582e+03 1.193872000000000044e+00 8.981110000000000582e+03 3.698053469539697158e-01 3.088087062306402508e+00
8.981388000000000829e+03 1.303976999999999942e+00 8.981388000000000829e+03 3.697634578482973389e-01 3.087842760280485876e+00
8.981664000000000669e+03 1.410339000000000009e+00 8.981664000000000669e+03 3.697218701030975385e-01 3.087600215823100847e+00
8.981940000000000509e+03 1.498386999999999913e+00 8.981940000000000509e+03 3.696802823578977382e-01 3.087357671365715817e+00
8.982217000000000553e+03 1.568111000000000033e+00 8.982217000000000553e+03 3.696385439324616495e-01 3.087114248124064986e+00
8.982492000000000189e+03 1.619170999999999916e+00 8.982492000000000189e+03 3.695971068674981375e-01 3.086872582450945757e+00
8.982770000000000437e+03 1.651143000000000027e+00 8.982770000000000437e+03 3.695552177618257605e-01 3.086628280425028237e+00
8.983045000000000073e+03 1.668185999999999947e+00 8.983045000000000073e+03 3.695137806968622485e-01 3.086386614751909896e+00
8.983322000000000116e+03 1.673189999999999955e+00 8.983322000000000116e+03 3.694720422714261598e-01 3.086143191510258177e+00
8.983597999999999956e+03 1.670749000000000040e+00 8.983597999999999956e+03 3.694304545262263595e-01 3.085900647052873147e+00
8.983875000000000000e+03 1.663615000000000066e+00 8.983875000000000000e+03 3.693887161007902709e-01 3.085657223811222316e+00
8.984150999999999840e+03 1.655194000000000054e+00 8.984150999999999840e+03 3.693471283555904705e-01 3.085414679353837286e+00
8.984429000000000087e+03 1.648006000000000082e+00 8.984429000000000087e+03 3.693052392499180936e-01 3.085170377327919766e+00
8.984703999999999724e+03 1.644611000000000045e+00 8.984703999999999724e+03 3.692638021849545815e-01 3.084928711654801425e+00
8.984979999999999563e+03 1.646566999999999892e+00 8.984979999999999563e+03 3.692222144397547812e-01 3.084686167197416395e+00
8.985257999999999811e+03 1.654573999999999989e+00 8.985257999999999811e+03 3.691803253340824043e-01 3.084441865171498875e+00
8.985534999999999854e+03 1.668720999999999899e+00 8.985534999999999854e+03 3.691385869086463156e-01 3.084198441929848045e+00
8.985810999999999694e+03 1.688981000000000066e+00 8.985810999999999694e+03 3.690969991634465153e-01 3.083955897472463015e+00
8.986086999999999534e+03 1.713222000000000023e+00 8.986086999999999534e+03 3.690554114182467149e-01 3.083713353015077985e+00
8.986363999999999578e+03 1.740571000000000090e+00 8.986363999999999578e+03 3.690136729928106263e-01 3.083469929773426266e+00
8.986640999999999622e+03 1.769835999999999965e+00 8.986640999999999622e+03 3.689719345673745377e-01 3.083226506531775435e+00
8.986916999999999462e+03 1.800013000000000085e+00 8.986916999999999462e+03 3.689303468221747373e-01 3.082983962074390405e+00
8.987194999999999709e+03 1.830327999999999955e+00 8.987194999999999709e+03 3.688884577165025824e-01 3.082739660048473773e+00
8.987472999999999956e+03 1.859467999999999899e+00 8.987472999999999956e+03 3.688465686108302055e-01 3.082495358022556253e+00
8.987747999999999593e+03 1.889265999999999890e+00 8.987747999999999593e+03 3.688051315458666934e-01 3.082253692349437024e+00
8.988023999999999432e+03 1.920627000000000084e+00 8.988023999999999432e+03 3.687635438006668931e-01 3.082011147892051994e+00
8.988301999999999680e+03 1.953864999999999963e+00 8.988301999999999680e+03 3.687216546949945162e-01 3.081766845866135363e+00
8.988578999999999724e+03 1.989282999999999912e+00 8.988578999999999724e+03 3.686799162695584275e-01 3.081523422624483644e+00
8.988853999999999360e+03 2.026803000000000132e+00 8.988853999999999360e+03 3.686384792045949155e-01 3.081281756951365303e+00
8.989131999999999607e+03 2.066448999999999980e+00 8.989131999999999607e+03 3.685965900989225386e-01 3.081037454925447783e+00
8.989408999999999651e+03 2.110702999999999996e+00 8.989408999999999651e+03 3.685548516734864499e-01 3.080794031683796952e+00
8.989686999999999898e+03 2.157958999999999961e+00 8.989686999999999898e+03 3.685129625678140730e-01 3.080549729657879432e+00
8.989962999999999738e+03 2.210173000000000165e+00 8.989962999999999738e+03 3.684713748226142727e-01 3.080307185200494402e+00
8.990240999999999985e+03 2.263402999999999832e+00 8.990240999999999985e+03 3.684294857169421178e-01 3.080062883174577770e+00
8.990518000000000029e+03 2.321082999999999785e+00 8.990518000000000029e+03 3.683877472915060292e-01 3.079819459932926051e+00
8.990795000000000073e+03 2.381135000000000002e+00 8.990795000000000073e+03 3.683460088660699405e-01 3.079576036691275220e+00
8.991072000000000116e+03 2.444278999999999868e+00 8.991072000000000116e+03 3.683042704406338519e-01 3.079332613449624390e+00
8.991349000000000160e+03 2.510028000000000148e+00 8.991349000000000160e+03 3.682625320151977633e-01 3.079089190207972671e+00
8.991626000000000204e+03 2.573843000000000103e+00 8.991626000000000204e+03 3.682207935897616746e-01 3.078845766966321840e+00
8.991903000000000247e+03 2.639533999999999825e+00 8.991903000000000247e+03 3.681790551643255860e-01 3.078602343724671009e+00
8.992180000000000291e+03 2.705534999999999801e+00 8.992180000000000291e+03 3.681373167388894974e-01 3.078358920483020178e+00
8.992457000000000335e+03 2.771694000000000102e+00 8.992457000000000335e+03 3.680955783134534087e-01 3.078115497241368459e+00
8.992735000000000582e+03 2.835428999999999977e+00 8.992735000000000582e+03 3.680536892077810318e-01 3.077871195215451827e+00
8.993012000000000626e+03 2.892520000000000202e+00 8.993012000000000626e+03 3.680119507823451652e-01 3.077627771973800108e+00
8.993288000000000466e+03 2.949837000000000042e+00 8.993288000000000466e+03 3.679703630371453649e-01 3.077385227516415078e+00
8.993566000000000713e+03 3.001288000000000178e+00 8.993566000000000713e+03 3.679284739314729880e-01 3.077140925490498446e+00
8.993843999999999141e+03 3.046997999999999873e+00 8.993843999999999141e+03 3.678865848258008331e-01 3.076896623464582703e+00
8.994121999999999389e+03 3.087651999999999841e+00 8.994121999999999389e+03 3.678446957201284562e-01 3.076652321438665183e+00
8.994398999999999432e+03 3.117243000000000208e+00 8.994398999999999432e+03 3.678029572946925896e-01 3.076408898197014352e+00
8.994674999999999272e+03 3.140207999999999888e+00 8.994674999999999272e+03 3.677613695494927892e-01 3.076166353739629322e+00
8.994952999999999520e+03 3.156743000000000077e+00 8.994952999999999520e+03 3.677194804438204123e-01 3.075922051713711802e+00
8.995229999999999563e+03 3.165836000000000094e+00 8.995229999999999563e+03 3.676777420183843237e-01 3.075678628472060971e+00
8.995509000000000015e+03 3.165414999999999868e+00 8.995509000000000015e+03 3.676357022324756585e-01 3.075433447661877651e+00
8.995784999999999854e+03 3.156239999999999934e+00 8.995784999999999854e+03 3.675941144872758581e-01 3.075190903204492621e+00
8.996063000000000102e+03 3.147644000000000108e+00 8.996063000000000102e+03 3.675522253816034812e-01 3.074946601178575989e+00
8.996342000000000553e+03 3.130107000000000195e+00 8.996342000000000553e+03 3.675101855956950381e-01 3.074701420368392668e+00
8.996617000000000189e+03 3.109306000000000125e+00 8.996617000000000189e+03 3.674687485307315260e-01 3.074459754695273439e+00
8.996896000000000640e+03 3.087536000000000058e+00 8.996896000000000640e+03 3.674267087448228608e-01 3.074214573885090118e+00
8.997173000000000684e+03 3.065323999999999938e+00 8.997173000000000684e+03 3.673849703193867722e-01 3.073971150643439287e+00
8.997450999999999112e+03 3.042391999999999985e+00 8.997450999999999112e+03 3.673430812137146173e-01 3.073726848617523544e+00
8.997728999999999360e+03 3.018210999999999977e+00 8.997728999999999360e+03 3.673011921080424624e-01 3.073482546591606912e+00
8.998006999999999607e+03 2.996118000000000059e+00 8.998006999999999607e+03 3.672593030023700855e-01 3.073238244565689392e+00
8.998283999999999651e+03 2.975632000000000055e+00 8.998283999999999651e+03 3.672175645769339969e-01 3.072994821324038561e+00
8.998563000000000102e+03 2.957396000000000136e+00 8.998563000000000102e+03 3.671755247910253317e-01 3.072749640513855240e+00
8.998838999999999942e+03 2.943388999999999811e+00 8.998838999999999942e+03 3.671339370458255313e-01 3.072507096056470210e+00
8.999117000000000189e+03 2.930397999999999836e+00 8.999117000000000189e+03 3.670920479401531544e-01 3.072262794030552691e+00
8.999396000000000640e+03 2.920996999999999844e+00 8.999396000000000640e+03 3.670500081542447113e-01 3.072017613220369370e+00
8.999674000000000888e+03 2.916455000000000020e+00 8.999674000000000888e+03 3.670081190485723344e-01 3.071773311194452738e+00
8.999950999999999112e+03 2.914693000000000200e+00 8.999950999999999112e+03 3.669663806231364678e-01 3.071529887952802795e+00
9.000228999999999360e+03 2.916338000000000097e+00 9.000228999999999360e+03 3.669244915174643129e-01 3.071285585926886164e+00
9.000505999999999403e+03 2.923376000000000197e+00 9.000505999999999403e+03 3.668827530920282243e-01 3.071042162685234445e+00
9.000783999999999651e+03 2.933669000000000082e+00 9.000783999999999651e+03 3.668408639863558474e-01 3.070797860659317813e+00
9.001061999999999898e+03 2.948675000000000157e+00 9.001061999999999898e+03 3.667989748806834704e-01 3.070553558633400293e+00
9.001340000000000146e+03 2.966990000000000016e+00 9.001340000000000146e+03 3.667570857750110935e-01 3.070309256607482773e+00
9.001618000000000393e+03 2.987439999999999873e+00 9.001618000000000393e+03 3.667151966693387166e-01 3.070064954581566141e+00
9.001897000000000844e+03 3.012395999999999852e+00 9.001897000000000844e+03 3.666731568834302735e-01 3.069819773771382820e+00
9.002174999999999272e+03 3.039438000000000084e+00 9.002174999999999272e+03 3.666312677777581186e-01 3.069575471745467077e+00
9.002452999999999520e+03 3.068918000000000035e+00 9.002452999999999520e+03 3.665893786720857417e-01 3.069331169719550445e+00
9.002729999999999563e+03 3.096709000000000156e+00 9.002729999999999563e+03 3.665476402466498751e-01 3.069087746477898726e+00
9.003007999999999811e+03 3.124086999999999836e+00 9.003007999999999811e+03 3.665057511409774982e-01 3.068843444451982094e+00
9.003287000000000262e+03 3.150746999999999964e+00 9.003287000000000262e+03 3.664637113550688330e-01 3.068598263641798773e+00
9.003564000000000306e+03 3.174077000000000037e+00 9.003564000000000306e+03 3.664219729296327444e-01 3.068354840400147054e+00
9.003843999999999141e+03 3.191875000000000018e+00 9.003843999999999141e+03 3.663797824634882350e-01 3.068108780805699709e+00
9.004121999999999389e+03 3.203609000000000151e+00 9.004121999999999389e+03 3.663378933578158581e-01 3.067864478779782189e+00
9.004400999999999840e+03 3.209324000000000066e+00 9.004400999999999840e+03 3.662958535719071929e-01 3.067619297969599756e+00
9.004677999999999884e+03 3.210977999999999888e+00 9.004677999999999884e+03 3.662541151464713263e-01 3.067375874727948037e+00
9.004956000000000131e+03 3.205564999999999998e+00 9.004956000000000131e+03 3.662122260407989494e-01 3.067131572702031406e+00
9.005234000000000378e+03 3.195005999999999791e+00 9.005234000000000378e+03 3.661703369351265724e-01 3.066887270676113886e+00
9.005513000000000829e+03 3.181499000000000077e+00 9.005513000000000829e+03 3.661282971492179072e-01 3.066642089865930565e+00
9.005791999999999462e+03 3.162552999999999948e+00 9.005791999999999462e+03 3.660862573633096861e-01 3.066396909055749020e+00
9.006068999999999505e+03 3.142457999999999974e+00 9.006068999999999505e+03 3.660445189378735975e-01 3.066153485814098190e+00
9.006350000000000364e+03 3.119543000000000177e+00 9.006350000000000364e+03 3.660021777914925778e-01 3.065906547435382379e+00
9.006627000000000407e+03 3.096910999999999969e+00 9.006627000000000407e+03 3.659604393660564892e-01 3.065663124193731548e+00
9.006905000000000655e+03 3.074783000000000044e+00 9.006905000000000655e+03 3.659185502603841122e-01 3.065418822167814028e+00
9.007183999999999287e+03 3.052690999999999821e+00 9.007183999999999287e+03 3.658765104744756691e-01 3.065173641357632484e+00
9.007461999999999534e+03 3.031954999999999956e+00 9.007461999999999534e+03 3.658346213688035142e-01 3.064929339331715852e+00
9.007740999999999985e+03 3.011643999999999988e+00 9.007740999999999985e+03 3.657925815828948490e-01 3.064684158521532531e+00
9.008020000000000437e+03 2.991951999999999945e+00 9.008020000000000437e+03 3.657505417969861838e-01 3.064438977711349210e+00
9.008299000000000888e+03 2.975951999999999931e+00 9.008299000000000888e+03 3.657085020110777407e-01 3.064193796901165889e+00
9.008575999999999112e+03 2.959886000000000017e+00 9.008575999999999112e+03 3.656667635856418741e-01 3.063950373659516835e+00
9.008854999999999563e+03 2.944306000000000090e+00 9.008854999999999563e+03 3.656247237997332089e-01 3.063705192849333514e+00
9.009134000000000015e+03 2.929842999999999975e+00 9.009134000000000015e+03 3.655826840138247658e-01 3.063460012039150193e+00
9.009412000000000262e+03 2.914308000000000121e+00 9.009412000000000262e+03 3.655407949081523888e-01 3.063215710013232673e+00
9.009690000000000509e+03 2.901043000000000038e+00 9.009690000000000509e+03 3.654989058024800119e-01 3.062971407987316041e+00
9.009968999999999141e+03 2.885977000000000015e+00 9.009968999999999141e+03 3.654568660165717908e-01 3.062726227177133609e+00
9.010247999999999593e+03 2.873457999999999846e+00 9.010247999999999593e+03 3.654148262306631256e-01 3.062481046366951176e+00
9.010527000000000044e+03 2.861648999999999887e+00 9.010527000000000044e+03 3.653727864447544604e-01 3.062235865556767855e+00
9.010806000000000495e+03 2.847792000000000101e+00 9.010806000000000495e+03 3.653307466588460173e-01 3.061990684746584535e+00
9.011084999999999127e+03 2.836902999999999953e+00 9.011084999999999127e+03 3.652887068729375741e-01 3.061745503936402990e+00
9.011362999999999374e+03 2.826334999999999820e+00 9.011362999999999374e+03 3.652468177672651972e-01 3.061501201910485470e+00
9.011643000000000029e+03 2.817797000000000107e+00 9.011643000000000029e+03 3.652046273011204658e-01 3.061255142316036348e+00
9.011922000000000480e+03 2.810233000000000203e+00 9.011922000000000480e+03 3.651625875152118006e-01 3.061009961505853028e+00
9.012200000000000728e+03 2.804270999999999958e+00 9.012200000000000728e+03 3.651206984095394237e-01 3.060765659479935508e+00
9.012478999999999360e+03 2.800103000000000009e+00 9.012478999999999360e+03 3.650786586236312026e-01 3.060520478669753963e+00
9.012759000000000015e+03 2.796892000000000156e+00 9.012759000000000015e+03 3.650364681574862491e-01 3.060274419075304841e+00
9.013038000000000466e+03 2.796107999999999816e+00 9.013038000000000466e+03 3.649944283715778059e-01 3.060029238265121521e+00
9.013315000000000509e+03 2.796286999999999967e+00 9.013315000000000509e+03 3.649526899461417173e-01 3.059785815023470690e+00
9.013596999999999753e+03 2.798173999999999939e+00 9.013596999999999753e+03 3.649101981195246314e-01 3.059537997860490854e+00
9.013873999999999796e+03 2.799565999999999999e+00 9.013873999999999796e+03 3.648684596940885427e-01 3.059294574618840024e+00
9.014153000000000247e+03 2.802327000000000012e+00 9.014153000000000247e+03 3.648264199081798775e-01 3.059049393808656703e+00
9.014433999999999287e+03 2.806064999999999809e+00 9.014433999999999287e+03 3.647840787617990799e-01 3.058802455429942668e+00
9.014710999999999331e+03 2.809893999999999892e+00 9.014710999999999331e+03 3.647423403363629912e-01 3.058559032188291837e+00
9.014990999999999985e+03 2.814287000000000205e+00 9.014990999999999985e+03 3.647001498702182598e-01 3.058312972593842716e+00
9.015270000000000437e+03 2.819836000000000009e+00 9.015270000000000437e+03 3.646581100843095946e-01 3.058067791783659395e+00
9.015549999999999272e+03 2.825238000000000138e+00 9.015549999999999272e+03 3.646159196181650852e-01 3.057821732189211161e+00
9.015827999999999520e+03 2.830566000000000138e+00 9.015827999999999520e+03 3.645740305124927083e-01 3.057577430163294530e+00
9.016108000000000175e+03 2.837565000000000115e+00 9.016108000000000175e+03 3.645318400463477548e-01 3.057331370568844520e+00
9.016387000000000626e+03 2.844508999999999954e+00 9.016387000000000626e+03 3.644898002604393117e-01 3.057086189758662087e+00
9.016666999999999462e+03 2.852310000000000123e+00 9.016666999999999462e+03 3.644476097942945803e-01 3.056840130164213853e+00
9.016947000000000116e+03 2.860564000000000107e+00 9.016947000000000116e+03 3.644054193281498488e-01 3.056594070569764732e+00
9.017225000000000364e+03 2.869151000000000007e+00 9.017225000000000364e+03 3.643635302224774719e-01 3.056349768543847212e+00
9.017504999999999200e+03 2.879310999999999954e+00 9.017504999999999200e+03 3.643213397563329625e-01 3.056103708949399866e+00
9.017783999999999651e+03 2.888437000000000143e+00 9.017783999999999651e+03 3.642792999704242973e-01 3.055858528139216546e+00
9.018763000000000829e+03 2.929257999999999917e+00 9.018763000000000829e+03 3.641317840191535815e-01 3.054998198342911309e+00
9.019739999999999782e+03 2.972757999999999790e+00 9.019739999999999782e+03 3.639845694283558863e-01 3.054139626115138562e+00
9.020718999999999141e+03 3.017536000000000218e+00 9.020718999999999141e+03 3.638370534770856146e-01 3.053279296318835101e+00
9.021697000000000116e+03 3.060014999999999930e+00 9.021697000000000116e+03 3.636896882060511871e-01 3.052419845306795665e+00
9.022677999999999884e+03 3.100506000000000206e+00 9.022677999999999884e+03 3.635418708943083388e-01 3.051557757941958826e+00
9.023656999999999243e+03 3.139866000000000046e+00 9.023656999999999243e+03 3.633943549430380671e-01 3.050697428145655365e+00
9.024638000000000829e+03 3.176522999999999985e+00 9.024638000000000829e+03 3.632465376312949967e-01 3.049835340780817639e+00
9.025618000000000393e+03 3.205175999999999803e+00 9.025618000000000393e+03 3.630988709997884367e-01 3.048974132200247489e+00
9.026597999999999956e+03 3.221362000000000059e+00 9.026597999999999956e+03 3.629512043682818767e-01 3.048112923619677339e+00
9.027577999999999520e+03 3.221683000000000074e+00 9.027577999999999520e+03 3.628035377367753167e-01 3.047251715039107189e+00
9.028559999999999491e+03 3.202402999999999889e+00 9.028559999999999491e+03 3.626555697447961801e-01 3.046388748890004550e+00
9.029541999999999462e+03 3.168515000000000192e+00 9.029541999999999462e+03 3.625076017528170436e-01 3.045525782740901910e+00
9.030522000000000844e+03 3.127134999999999998e+00 9.030522000000000844e+03 3.623599351213102615e-01 3.044664574160330872e+00
9.031504999999999200e+03 3.082110999999999823e+00 9.031504999999999200e+03 3.622118164490950587e-01 3.043800729226964208e+00
9.032486999999999171e+03 3.037455000000000016e+00 9.032486999999999171e+03 3.620638484571159221e-01 3.042937763077861568e+00
9.033470999999999549e+03 2.996589999999999865e+00 9.033470999999999549e+03 3.619155791046644310e-01 3.042073039360227327e+00
9.034453999999999724e+03 2.963424999999999976e+00 9.034453999999999724e+03 3.617674604324490062e-01 3.041209194426858886e+00
9.035436999999999898e+03 2.938925999999999927e+00 9.035436999999999898e+03 3.616193417602335813e-01 3.040345349493490446e+00
9.036420000000000073e+03 2.921733000000000136e+00 9.036420000000000073e+03 3.614712230880183785e-01 3.039481504560122005e+00
9.037405000000000655e+03 2.911642000000000063e+00 9.037405000000000655e+03 3.613228030553303771e-01 3.038615902058221963e+00
9.038388999999999214e+03 2.908654999999999990e+00 9.038388999999999214e+03 3.611745337028791081e-01 3.037751178340588609e+00
9.039371999999999389e+03 2.911821999999999910e+00 9.039371999999999389e+03 3.610264150306636832e-01 3.036887333407220169e+00
9.040358000000000175e+03 2.919836999999999794e+00 9.040358000000000175e+03 3.608778443177396156e-01 3.036020852121054325e+00
9.041343999999999141e+03 2.930372999999999895e+00 9.041343999999999141e+03 3.607292736048157700e-01 3.035154370834889370e+00
9.042328999999999724e+03 2.941384999999999916e+00 9.042328999999999724e+03 3.605808535721277686e-01 3.034288768332988440e+00
9.043314000000000306e+03 2.950625000000000053e+00 9.043314000000000306e+03 3.604324335394399892e-01 3.033423165831088397e+00
9.044299999999999272e+03 2.954915000000000180e+00 9.044299999999999272e+03 3.602838628265161436e-01 3.032556684544923442e+00
9.045287000000000262e+03 2.952503999999999795e+00 9.045287000000000262e+03 3.601351414333555656e-01 3.031689324474490022e+00
9.046272999999999229e+03 2.948875999999999831e+00 9.046272999999999229e+03 3.599865707204317200e-01 3.030822843188325066e+00
9.047261000000000422e+03 2.946483000000000185e+00 9.047261000000000422e+03 3.598376986470350758e-01 3.029954604333626733e+00
9.048247999999999593e+03 2.948045000000000027e+00 9.048247999999999593e+03 3.596889772538749419e-01 3.029087244263195977e+00
9.049235000000000582e+03 2.955836999999999826e+00 9.049235000000000582e+03 3.595402558607145860e-01 3.028219884192763445e+00
9.050224000000000160e+03 2.968522999999999801e+00 9.050224000000000160e+03 3.593912331070818755e-01 3.027350766553800199e+00
9.051211999999999534e+03 2.981803999999999899e+00 9.051211999999999534e+03 3.592423610336854534e-01 3.026482527699102754e+00
9.052200999999999112e+03 2.992520999999999987e+00 9.052200999999999112e+03 3.590933382800527429e-01 3.025613410060139508e+00
9.053189000000000306e+03 2.999899000000000093e+00 9.053189000000000306e+03 3.589444662066560987e-01 3.024745171205441174e+00
9.054179000000000087e+03 3.002067999999999959e+00 9.054179000000000087e+03 3.587952927727873220e-01 3.023875174782212127e+00
9.055168999999999869e+03 3.002768999999999799e+00 9.055168999999999869e+03 3.586461193389183233e-01 3.023005178358983080e+00
9.056157999999999447e+03 3.002841000000000093e+00 9.056157999999999447e+03 3.584970965852856128e-01 3.022136060720019834e+00
9.057147999999999229e+03 3.008685999999999972e+00 9.057147999999999229e+03 3.583479231514168362e-01 3.021266064296790788e+00
9.058138999999999214e+03 3.019699000000000133e+00 9.058138999999999214e+03 3.581985990373115492e-01 3.020395189089295052e+00
9.059129000000000815e+03 3.033389999999999809e+00 9.059129000000000815e+03 3.580494256034423284e-01 3.019525192666064228e+00
9.060120000000000800e+03 3.049926999999999833e+00 9.060120000000000800e+03 3.579001014893372634e-01 3.018654317458569381e+00
9.061111999999999171e+03 3.067276999999999809e+00 9.061111999999999171e+03 3.577506266949959102e-01 3.017782563466809620e+00
9.062103999999999360e+03 3.082876999999999867e+00 9.062103999999999360e+03 3.576011519006545569e-01 3.016910809475048083e+00
9.063095999999999549e+03 3.096182999999999907e+00 9.063095999999999549e+03 3.574516771063132037e-01 3.016039055483286546e+00
9.064087999999999738e+03 3.105109999999999815e+00 9.064087999999999738e+03 3.573022023119716284e-01 3.015167301491525009e+00
9.065081000000000131e+03 3.114847000000000143e+00 9.065081000000000131e+03 3.571525768373939869e-01 3.014294668715497671e+00
9.066073000000000320e+03 3.125115000000000087e+00 9.066073000000000320e+03 3.570031020430524116e-01 3.013422914723736135e+00
9.067066000000000713e+03 3.135619000000000156e+00 9.067066000000000713e+03 3.568534765684747700e-01 3.012550281947708797e+00
9.068059999999999491e+03 3.147712999999999983e+00 9.068059999999999491e+03 3.567037004136610623e-01 3.011676770387417434e+00
9.069055000000000291e+03 3.162819999999999965e+00 9.069055000000000291e+03 3.565537735786108442e-01 3.010802380042857607e+00
9.070048000000000684e+03 3.178078000000000181e+00 9.070048000000000684e+03 3.564041481040332027e-01 3.009929747266830269e+00
9.071042999999999665e+03 3.193528000000000144e+00 9.071042999999999665e+03 3.562542212689832066e-01 3.009055356922272217e+00
9.072037000000000262e+03 3.206280000000000019e+00 9.072037000000000262e+03 3.561044451141692768e-01 3.008181845361979079e+00
9.073031000000000859e+03 3.214532000000000167e+00 9.073031000000000859e+03 3.559546689593553470e-01 3.007308333801685052e+00
9.074027000000000044e+03 3.216880000000000184e+00 9.074027000000000044e+03 3.558045914440690627e-01 3.006433064672861200e+00
9.075022999999999229e+03 3.212257000000000140e+00 9.075022999999999229e+03 3.556545139287827784e-01 3.005557795544037347e+00
9.076019000000000233e+03 3.201274000000000175e+00 9.076019000000000233e+03 3.555044364134962720e-01 3.004682526415211719e+00
9.077015999999999622e+03 3.184394000000000169e+00 9.077015999999999622e+03 3.553542082179739214e-01 3.003806378502121177e+00
9.078012000000000626e+03 3.162789000000000073e+00 9.078012000000000626e+03 3.552041307026874151e-01 3.002931109373295548e+00
9.079010000000000218e+03 3.141275999999999957e+00 9.079010000000000218e+03 3.550537518269285542e-01 3.002054082675940094e+00
9.080006999999999607e+03 3.113785000000000025e+00 9.080006999999999607e+03 3.549035236314062036e-01 3.001177934762849553e+00
9.081004000000000815e+03 3.089345999999999925e+00 9.081004000000000815e+03 3.547532954358834090e-01 3.000301786849758123e+00
9.082002000000000407e+03 3.066678000000000015e+00 9.082002000000000407e+03 3.546029165601245481e-01 2.999424760152401781e+00
9.083000000000000000e+03 3.043810000000000127e+00 9.083000000000000000e+03 3.544525376843659092e-01 2.998547733455045439e+00
9.083997999999999593e+03 3.022952000000000083e+00 9.083997999999999593e+03 3.543021588086072704e-01 2.997670706757689096e+00
9.084996999999999389e+03 3.003960000000000186e+00 9.084996999999999389e+03 3.541516292526121212e-01 2.996792801276066953e+00
9.085995999999999185e+03 2.986063999999999830e+00 9.085995999999999185e+03 3.540010996966171941e-01 2.995914895794444810e+00
9.086995999999999185e+03 2.970591000000000204e+00 9.086995999999999185e+03 3.538504194603859787e-01 2.995036111528556866e+00
