# energy mu normalized_energy pre_edge post_edge
9.177293999999999869e+03 2.955204999999999860e+00 9.177293999999999869e+03 3.402442954891748972e-01 2.915683649887375495e+00
9.178467000000000553e+03 2.958317000000000085e+00 9.178467000000000553e+03 3.400675475720753571e-01 2.914652835943487119e+00
9.179639999999999418e+03 2.958825000000000038e+00 9.179639999999999418e+03 3.398907996549762611e-01 2.913622021999602296e+00
9.180813000000000102e+03 2.957587000000000188e+00 9.180813000000000102e+03 3.397140517378769431e-01 2.912591208055713921e+00
9.181986000000000786e+03 2.954997999999999791e+00 9.181986000000000786e+03 3.395373038207776251e-01 2.911560394111827321e+00
9.183159999999999854e+03 2.950298999999999783e+00 9.183159999999999854e+03 3.393604052234422408e-01 2.910528701383674033e+00
9.184334999999999127e+03 2.947156999999999805e+00 9.184334999999999127e+03 3.391833559458705682e-01 2.909496129871255832e+00
9.185510000000000218e+03 2.943728000000000122e+00 9.185510000000000218e+03 3.390063066682986737e-01 2.908463558358837631e+00
9.186684999999999491e+03 2.941181999999999963e+00 9.186684999999999491e+03 3.388292573907270011e-01 2.907430986846419430e+00
9.187859000000000378e+03 2.939296000000000131e+00 9.187859000000000378e+03 3.386523587933913948e-01 2.906399294118264365e+00
9.189034999999999854e+03 2.937521999999999966e+00 9.189034999999999854e+03 3.384751588355834340e-01 2.905365843821581251e+00
9.190211999999999534e+03 2.936049000000000131e+00 9.190211999999999534e+03 3.382978081975394069e-01 2.904331514740631448e+00
9.191388999999999214e+03 2.934093999999999980e+00 9.191388999999999214e+03 3.381204575594951578e-01 2.903297185659679869e+00
9.192565000000000509e+03 2.932250999999999941e+00 9.192565000000000509e+03 3.379432576016869749e-01 2.902263735362994979e+00
9.193742000000000189e+03 2.929635999999999907e+00 9.193742000000000189e+03 3.377659069636429479e-01 2.901229406282045176e+00
9.194920000000000073e+03 2.924516000000000115e+00 9.194920000000000073e+03 3.375884056453624105e-01 2.900194198416828684e+00
9.196097999999999956e+03 2.920355999999999952e+00 9.196097999999999956e+03 3.374109043270820951e-01 2.899158990551612192e+00
9.197275999999999840e+03 2.916399000000000186e+00 9.197275999999999840e+03 3.372334030088017798e-01 2.898123782686395700e+00
9.198452999999999520e+03 2.912647000000000208e+00 9.198452999999999520e+03 3.370560523707575307e-01 2.897089453605445897e+00
9.199632999999999811e+03 2.913224000000000036e+00 9.199632999999999811e+03 3.368782496920046388e-01 2.896052488171697803e+00
9.200811999999999898e+03 2.916493000000000002e+00 9.200811999999999898e+03 3.367005976934878131e-01 2.895016401522214622e+00
9.201990999999999985e+03 2.924049000000000120e+00 9.201990999999999985e+03 3.365229456949712095e-01 2.893980314872731441e+00
9.203172000000000480e+03 2.934585000000000221e+00 9.203172000000000480e+03 3.363449923359820293e-01 2.892942470654718434e+00
9.204352999999999156e+03 2.948059000000000207e+00 9.204352999999999156e+03 3.361670389769930711e-01 2.891904626436705428e+00
9.205531000000000859e+03 2.964056999999999942e+00 9.205531000000000859e+03 3.359895376587123117e-01 2.890869418571487159e+00
9.206712999999999738e+03 2.980501999999999985e+00 9.206712999999999738e+03 3.358114336194872873e-01 2.889830695569207464e+00
9.207895000000000437e+03 2.995897999999999950e+00 9.207895000000000437e+03 3.356333295802618188e-01 2.888791972566927768e+00
9.209075000000000728e+03 3.007557999999999954e+00 9.209075000000000728e+03 3.354555269015089269e-01 2.887755007133179674e+00
9.210256999999999607e+03 3.015585999999999878e+00 9.210256999999999607e+03 3.352774228622836805e-01 2.886716284130899979e+00
9.211439000000000306e+03 3.021300000000000097e+00 9.211439000000000306e+03 3.350993188230582120e-01 2.885677561128620283e+00
9.212621999999999389e+03 3.023369000000000195e+00 9.212621999999999389e+03 3.349210641035966773e-01 2.884637959342073898e+00
9.213805000000000291e+03 3.024181000000000008e+00 9.213805000000000291e+03 3.347428093841349206e-01 2.883598357555527514e+00
9.214986000000000786e+03 3.022851000000000177e+00 9.214986000000000786e+03 3.345648560251457404e-01 2.882560513337512731e+00
9.216172000000000480e+03 3.020500999999999880e+00 9.216172000000000480e+03 3.343861492649755629e-01 2.881518275198169832e+00
9.217354999999999563e+03 3.016528000000000098e+00 9.217354999999999563e+03 3.342078945455140282e-01 2.880478673411625223e+00
9.218539000000000669e+03 3.011471999999999927e+00 9.218539000000000669e+03 3.340294891458162052e-01 2.879438192840812150e+00
9.219724000000000160e+03 3.004490999999999801e+00 9.219724000000000160e+03 3.338509330658820939e-01 2.878396833485735939e+00
9.220907999999999447e+03 2.996706999999999788e+00 9.220907999999999447e+03 3.336725276661844930e-01 2.877356352914924642e+00
9.222093000000000757e+03 2.985517000000000198e+00 9.222093000000000757e+03 3.334939715862501597e-01 2.876314993559844879e+00
9.223279000000000451e+03 2.974067999999999934e+00 9.223279000000000451e+03 3.333152648260799822e-01 2.875272755420501980e+00
9.224466000000000349e+03 2.960916000000000103e+00 9.224466000000000349e+03 3.331364073856735164e-01 2.874229638496892392e+00
9.225649999999999636e+03 2.946721999999999841e+00 9.225649999999999636e+03 3.329580019859756934e-01 2.873189157926081094e+00
9.226835999999999331e+03 2.929645999999999972e+00 9.226835999999999331e+03 3.327792952258055159e-01 2.872146919786738195e+00
9.228022999999999229e+03 2.914722999999999953e+00 9.228022999999999229e+03 3.326004377853990501e-01 2.871103802863128607e+00
9.229210999999999331e+03 2.898741999999999930e+00 9.229210999999999331e+03 3.324214296647562961e-01 2.870059807155254106e+00
9.230397000000000844e+03 2.881371000000000127e+00 9.230397000000000844e+03 3.322427229045856745e-01 2.869017569015909430e+00
9.231584999999999127e+03 2.865406000000000120e+00 9.231584999999999127e+03 3.320637147839431425e-01 2.867973573308034929e+00
9.232772000000000844e+03 2.849895000000000067e+00 9.232772000000000844e+03 3.318848573435364546e-01 2.866930456384423564e+00
9.233961999999999534e+03 2.836904999999999788e+00 9.233961999999999534e+03 3.317055478624215681e-01 2.865884703108017462e+00
9.235149999999999636e+03 2.822658000000000111e+00 9.235149999999999636e+03 3.315265397417785920e-01 2.864840707400142961e+00
9.236338999999999942e+03 2.811535999999999813e+00 9.236338999999999942e+03 3.313473809408997717e-01 2.863795832908001771e+00
9.237528000000000247e+03 2.801807000000000158e+00 9.237528000000000247e+03 3.311682221400207293e-01 2.862750958415860580e+00
9.238718000000000757e+03 2.793747999999999898e+00 9.238718000000000757e+03 3.309889126589053987e-01 2.861705205139452701e+00
9.239906000000000859e+03 2.788564000000000043e+00 9.239906000000000859e+03 3.308099045382626446e-01 2.860661209431576424e+00
9.241097999999999956e+03 2.784371999999999847e+00 9.241097999999999956e+03 3.306302936966751815e-01 2.859613698586638719e+00
9.242288000000000466e+03 2.783079999999999998e+00 9.242288000000000466e+03 3.304509842155598509e-01 2.858567945310230840e+00
9.243478999999999360e+03 2.782728999999999786e+00 9.243478999999999360e+03 3.302715240542084540e-01 2.857521313249559824e+00
9.244668999999999869e+03 2.784089999999999954e+00 9.244668999999999869e+03 3.300922145730931234e-01 2.856475559973151945e+00
9.245860000000000582e+03 2.786786000000000207e+00 9.245860000000000582e+03 3.299127544117417266e-01 2.855428927912479153e+00
9.247051999999999680e+03 2.788724999999999898e+00 9.247051999999999680e+03 3.297331435701540414e-01 2.854381417067539672e+00
9.248243000000000393e+03 2.791037999999999908e+00 9.248243000000000393e+03 3.295536834088026445e-01 2.853334785006866881e+00
9.249435999999999694e+03 2.793123000000000022e+00 9.249435999999999694e+03 3.293739218869788932e-01 2.852286395377662487e+00
9.250629000000000815e+03 2.793664000000000147e+00 9.250629000000000815e+03 3.291941603651546977e-01 2.851238005748456317e+00
9.251819999999999709e+03 2.794064999999999799e+00 9.251819999999999709e+03 3.290147002038035229e-01 2.850191373687785301e+00
9.253014999999999418e+03 2.795345000000000191e+00 9.253014999999999418e+03 3.288346373215071949e-01 2.849141226490049306e+00
9.254208000000000538e+03 2.795493000000000006e+00 9.254208000000000538e+03 3.286548757996829995e-01 2.848092836860843136e+00
9.255402000000000044e+03 2.796288000000000107e+00 9.255402000000000044e+03 3.284749635976229598e-01 2.847043568447372053e+00
9.256594999999999345e+03 2.797498000000000040e+00 9.256594999999999345e+03 3.282952020757992084e-01 2.845995178818169435e+00
9.257790000000000873e+03 2.798779000000000128e+00 9.257790000000000873e+03 3.281151391935026584e-01 2.844945031620431664e+00
9.258983000000000175e+03 2.801522999999999985e+00 9.258983000000000175e+03 3.279353776716789071e-01 2.843896641991227270e+00
9.260180000000000291e+03 2.802227999999999941e+00 9.260180000000000291e+03 3.277550134289100026e-01 2.842844737224957896e+00
9.261372999999999593e+03 2.802862000000000187e+00 9.261372999999999593e+03 3.275752519070862512e-01 2.841796347595753502e+00
9.262568999999999505e+03 2.805938999999999961e+00 9.262568999999999505e+03 3.273950383445536350e-01 2.840745321613752594e+00
9.263765999999999622e+03 2.808043000000000067e+00 9.263765999999999622e+03 3.272146741017847305e-01 2.839693416847483221e+00
9.264959999999999127e+03 2.810477999999999810e+00 9.264959999999999127e+03 3.270347618997246908e-01 2.838644148434013914e+00
9.266155000000000655e+03 2.813972000000000140e+00 9.266155000000000655e+03 3.268546990174281408e-01 2.837594001236276142e+00
9.267352999999999156e+03 2.817829000000000139e+00 9.267352999999999156e+03 3.266741840944231701e-01 2.836541217685741856e+00
9.268549999999999272e+03 2.821934000000000164e+00 9.268549999999999272e+03 3.264938198516544876e-01 2.835489312919474258e+00
9.269746999999999389e+03 2.825152999999999803e+00 9.269746999999999389e+03 3.263134556088855831e-01 2.834437408153206661e+00
9.270942999999999302e+03 2.829022999999999843e+00 9.270942999999999302e+03 3.261332420463529669e-01 2.833386382171203977e+00
9.272141999999999825e+03 2.832333000000000212e+00 9.272141999999999825e+03 3.259525764431117079e-01 2.832332719836403001e+00
9.273337999999999738e+03 2.836059000000000108e+00 9.273337999999999738e+03 3.257723628805790916e-01 2.831281693854400316e+00
9.274537000000000262e+03 2.838642999999999805e+00 9.274537000000000262e+03 3.255916972773376106e-01 2.830228031519601117e+00
9.275734000000000378e+03 2.840800999999999910e+00 9.275734000000000378e+03 3.254113330345689281e-01 2.829176126753331744e+00
9.276934999999999491e+03 2.842528999999999861e+00 9.276934999999999491e+03 3.252303660708553146e-01 2.828120706850000943e+00
9.278132999999999811e+03 2.844618999999999787e+00 9.278132999999999811e+03 3.250498511478501218e-01 2.827067923299466656e+00
9.279332000000000335e+03 2.846521000000000079e+00 9.279332000000000335e+03 3.248691855446088628e-01 2.826014260964665681e+00
9.280531999999999243e+03 2.848087000000000035e+00 9.280531999999999243e+03 3.246883692611313155e-01 2.824959719845601569e+00
9.281729999999999563e+03 2.850184000000000051e+00 9.281729999999999563e+03 3.245078543381263447e-01 2.823906936295067283e+00
9.282931000000000495e+03 2.850906000000000162e+00 9.282931000000000495e+03 3.243268873744125091e-01 2.822851516391732929e+00
9.284131999999999607e+03 2.851478999999999875e+00 9.284131999999999607e+03 3.241459204106986736e-01 2.821796096488402128e+00
9.285331000000000131e+03 2.853654999999999831e+00 9.285331000000000131e+03 3.239652548074574145e-01 2.820742434153602929e+00
9.286531999999999243e+03 2.853867000000000154e+00 9.286531999999999243e+03 3.237842878437438010e-01 2.819687014250270352e+00
9.287734000000000378e+03 2.856142999999999876e+00 9.287734000000000378e+03 3.236031701997936771e-01 2.818630715562672862e+00
9.288935999999999694e+03 2.856354000000000060e+00 9.288935999999999694e+03 3.234220525558437753e-01 2.817574416875075372e+00
9.290137000000000626e+03 2.858025000000000038e+00 9.290137000000000626e+03 3.232410855921299397e-01 2.816518996971742794e+00
9.291338999999999942e+03 2.859014999999999862e+00 9.291338999999999942e+03 3.230599679481800379e-01 2.815462698284145304e+00
9.292540000000000873e+03 2.860176000000000052e+00 9.292540000000000873e+03 3.228790009844662023e-01 2.814407278380812727e+00
9.293743000000000393e+03 2.861092999999999886e+00 9.293743000000000393e+03 3.226977326602800122e-01 2.813350100908950324e+00
9.294944999999999709e+03 2.860888000000000098e+00 9.294944999999999709e+03 3.225166150163301104e-01 2.812293802221352834e+00
9.296147999999999229e+03 2.862658999999999843e+00 9.296147999999999229e+03 3.223353466921439203e-01 2.811236624749488655e+00
9.297352000000000771e+03 2.862699000000000105e+00 9.297352000000000771e+03 3.221539276877212199e-01 2.810178568493357787e+00
9.298555000000000291e+03 2.863176999999999861e+00 9.298555000000000291e+03 3.219726593635350298e-01 2.809121391021495384e+00
9.299756999999999607e+03 2.862191000000000152e+00 9.299756999999999607e+03 3.217915417195851280e-01 2.808065092333897894e+00
9.300960999999999331e+03 2.861740999999999868e+00 9.300960999999999331e+03 3.216101227151628716e-01 2.807007036077768802e+00
9.302165000000000873e+03 2.858299999999999841e+00 9.302165000000000873e+03 3.214287037107401712e-01 2.805948979821637934e+00
9.303370000000000800e+03 2.854872999999999994e+00 9.303370000000000800e+03 3.212471340260814046e-01 2.804890044781242153e+00
9.304575000000000728e+03 2.849604999999999944e+00 9.304575000000000728e+03 3.210655643414228599e-01 2.803831109740848149e+00
9.305779000000000451e+03 2.845445999999999920e+00 9.305779000000000451e+03 3.208841453370003816e-01 2.802773053484717281e+00
9.306983000000000175e+03 2.840161000000000158e+00 9.306983000000000175e+03 3.207027263325781252e-01 2.801714997228588189e+00
9.308188000000000102e+03 2.834150000000000169e+00 9.308188000000000102e+03 3.205211566479193586e-01 2.800656062188194184e+00
9.309395000000000437e+03 2.829734000000000194e+00 9.309395000000000437e+03 3.203392856027882374e-01 2.799595369579266801e+00
9.310601000000000568e+03 2.822573999999999916e+00 9.310601000000000568e+03 3.201575652378931824e-01 2.798535555754604331e+00
9.311807000000000698e+03 2.818468999999999891e+00 9.311807000000000698e+03 3.199758448729983495e-01 2.797475741929943638e+00
9.313012000000000626e+03 2.810890000000000111e+00 9.313012000000000626e+03 3.197942751883395829e-01 2.796416806889547857e+00
9.314220999999999549e+03 2.806518000000000068e+00 9.314220999999999549e+03 3.196121027827361072e-01 2.795354356712090649e+00
9.315425999999999476e+03 2.799765999999999977e+00 9.315425999999999476e+03 3.194305330980775626e-01 2.794295421671694868e+00
9.316632999999999811e+03 2.793699999999999850e+00 9.316632999999999811e+03 3.192486620529464414e-01 2.793234729062767485e+00
9.317841000000000349e+03 2.788551000000000002e+00 9.317841000000000349e+03 3.190666403275788099e-01 2.792173157669573413e+00
9.319049000000000888e+03 2.784041000000000210e+00 9.319049000000000888e+03 3.188846186022114004e-01 2.791111586276379342e+00
9.320256999999999607e+03 2.779017000000000071e+00 9.320256999999999607e+03 3.187025968768442130e-01 2.790050014883188823e+00
9.321463999999999942e+03 2.774954000000000143e+00 9.321463999999999942e+03 3.185207258317130918e-01 2.788989322274261440e+00
9.322672000000000480e+03 2.772326000000000068e+00 9.322672000000000480e+03 3.183387041063456824e-01 2.787927750881067368e+00
9.323879999999999200e+03 2.769203000000000081e+00 9.323879999999999200e+03 3.181566823809784950e-01 2.786866179487875073e+00
9.325087999999999738e+03 2.767983000000000082e+00 9.325087999999999738e+03 3.179746606556110855e-01 2.785804608094681001e+00
9.326297000000000480e+03 2.765800000000000036e+00 9.326297000000000480e+03 3.177924882500073878e-01 2.784742157917222016e+00
9.327506999999999607e+03 2.765423000000000187e+00 9.327506999999999607e+03 3.176101651641676238e-01 2.783678828955498119e+00
9.328717000000000553e+03 2.764343999999999912e+00 9.328717000000000553e+03 3.174278420783276378e-01 2.782615499993772445e+00
9.329924999999999272e+03 2.762872999999999912e+00 9.329924999999999272e+03 3.172458203529604504e-01 2.781553928600580150e+00
9.331136000000000422e+03 2.761798000000000197e+00 9.331136000000000422e+03 3.170633465868841760e-01 2.780489720854589564e+00
9.332345999999999549e+03 2.760199000000000069e+00 9.332345999999999549e+03 3.168810235010444121e-01 2.779426391892865666e+00
9.333556000000000495e+03 2.758583999999999925e+00 9.333556000000000495e+03 3.166987004152044261e-01 2.778363062931139993e+00
9.334765999999999622e+03 2.755754000000000037e+00 9.334765999999999622e+03 3.165163773293648841e-01 2.777299733969414319e+00
9.335977000000000771e+03 2.751806000000000196e+00 9.335977000000000771e+03 3.163339035632886098e-01 2.776235526223423733e+00
9.337188000000000102e+03 2.746887000000000079e+00 9.337188000000000102e+03 3.161514297972125576e-01 2.775171318477433147e+00
9.338397999999999229e+03 2.743278999999999801e+00 9.338397999999999229e+03 3.159691067113730156e-01 2.774107989515709249e+00
9.339610000000000582e+03 2.737893000000000132e+00 9.339610000000000582e+03 3.157864822650604530e-01 2.773042902985451974e+00
9.340822000000000116e+03 2.733049999999999979e+00 9.340822000000000116e+03 3.156038578187481125e-01 2.771977816455194699e+00
9.342033999999999651e+03 2.727346999999999966e+00 9.342033999999999651e+03 3.154212333724359940e-01 2.770912729924939200e+00
9.343245999999999185e+03 2.723460999999999910e+00 9.343245999999999185e+03 3.152386089261236535e-01 2.769847643394681924e+00
9.344458000000000538e+03 2.719803000000000193e+00 9.344458000000000538e+03 3.150559844798113129e-01 2.768782556864424649e+00
9.345670000000000073e+03 2.717830999999999886e+00 9.345670000000000073e+03 3.148733600334989724e-01 2.767717470334169150e+00
9.346881999999999607e+03 2.715590000000000170e+00 9.346881999999999607e+03 3.146907355871868539e-01 2.766652383803911874e+00
9.348095999999999549e+03 2.715230000000000032e+00 9.348095999999999549e+03 3.145078097804019368e-01 2.765585539705124773e+00
9.349309999999999491e+03 2.715597999999999956e+00 9.349309999999999491e+03 3.143248839736172418e-01 2.764518695606335896e+00
9.350522999999999229e+03 2.715984000000000176e+00 9.350522999999999229e+03 3.141421088470688350e-01 2.763452730291813708e+00
9.351735000000000582e+03 2.716934999999999878e+00 9.351735000000000582e+03 3.139594844007562724e-01 2.762387643761556433e+00
9.352949000000000524e+03 2.717677000000000120e+00 9.352949000000000524e+03 3.137765585939715773e-01 2.761320799662767556e+00
9.354164000000000669e+03 2.718126999999999960e+00 9.354164000000000669e+03 3.135934821069505940e-01 2.760253076779713766e+00
9.355379000000000815e+03 2.718576999999999799e+00 9.355379000000000815e+03 3.134104056199296107e-01 2.759185353896658199e+00
9.356592000000000553e+03 2.718589000000000144e+00 9.356592000000000553e+03 3.132276304933809818e-01 2.758119388582136011e+00
9.357808000000000902e+03 2.718601000000000045e+00 9.357808000000000902e+03 3.130444033261237102e-01 2.757050786914815532e+00
9.359022000000000844e+03 2.718659000000000159e+00 9.359022000000000844e+03 3.128614775193390152e-01 2.755983942816028431e+00
9.360236999999999171e+03 2.718544000000000072e+00 9.360236999999999171e+03 3.126784010323182539e-01 2.754916219932974641e+00
9.361451999999999316e+03 2.719659000000000049e+00 9.361451999999999316e+03 3.124953245452972705e-01 2.753848497049920852e+00
9.362666999999999462e+03 2.720464000000000215e+00 9.362666999999999462e+03 3.123122480582762872e-01 2.752780774166865285e+00
9.363882999999999811e+03 2.721286999999999789e+00 9.363882999999999811e+03 3.121290208910190156e-01 2.751712172499544806e+00
9.364188000000000102e+03 2.721737000000000073e+00 9.364188000000000102e+03 3.120830634189684094e-01 2.751444143298449774e+00
9.364490999999999985e+03 2.721750000000000114e+00 9.364490999999999985e+03 3.120374073073903798e-01 2.751177871665884567e+00
9.364796000000000276e+03 2.721597000000000044e+00 9.364796000000000276e+03 3.119914498353397736e-01 2.750909842464789534e+00
9.365100000000000364e+03 2.722046999999999883e+00 9.365100000000000364e+03 3.119456430435254557e-01 2.750642692047959414e+00
9.365403000000000247e+03 2.721684999999999910e+00 9.365403000000000247e+03 3.118999869319474261e-01 2.750376420415394207e+00
9.365708000000000538e+03 2.721696999999999811e+00 9.365708000000000538e+03 3.118540294598968199e-01 2.750108391214299175e+00
9.366011000000000422e+03 2.721335999999999977e+00 9.366011000000000422e+03 3.118083733483187903e-01 2.749842119581733968e+00
9.366315000000000509e+03 2.722351000000000187e+00 9.366315000000000509e+03 3.117625665565044724e-01 2.749574969164903848e+00
9.366619000000000597e+03 2.722509000000000068e+00 9.366619000000000597e+03 3.117167597646901545e-01 2.749307818748073728e+00
9.366924000000000888e+03 2.722357000000000138e+00 9.366924000000000888e+03 3.116708022926395483e-01 2.749039789546978696e+00
9.367227999999999156e+03 2.723017000000000021e+00 9.367227999999999156e+03 3.116249955008254524e-01 2.748772639130150353e+00
9.367531000000000859e+03 2.723092999999999986e+00 9.367531000000000859e+03 3.115793393892472007e-01 2.748506367497583369e+00
9.367835999999999331e+03 2.723524999999999974e+00 9.367835999999999331e+03 3.115333819171968166e-01 2.748238338296490113e+00
9.368139999999999418e+03 2.723244000000000220e+00 9.368139999999999418e+03 3.114875751253824987e-01 2.747971187879659993e+00
9.368443999999999505e+03 2.723612000000000144e+00 9.368443999999999505e+03 3.114417683335681808e-01 2.747704037462829874e+00
9.368747999999999593e+03 2.723834000000000088e+00 9.368747999999999593e+03 3.113959615417538629e-01 2.747436887045999754e+00
9.369051999999999680e+03 2.724056000000000033e+00 9.369051999999999680e+03 3.113501547499395450e-01 2.747169736629169634e+00
9.369355999999999767e+03 2.724277999999999977e+00 9.369355999999999767e+03 3.113043479581252271e-01 2.746902586212339514e+00
9.369659999999999854e+03 2.724418000000000006e+00 9.369659999999999854e+03 3.112585411663109092e-01 2.746635435795509395e+00
9.369965000000000146e+03 2.724575999999999887e+00 9.369965000000000146e+03 3.112125836942603030e-01 2.746367406594412586e+00
9.370270000000000437e+03 2.724944999999999951e+00 9.370270000000000437e+03 3.111666262222096968e-01 2.746099377393315777e+00
9.370573000000000320e+03 2.724873999999999796e+00 9.370573000000000320e+03 3.111209701106316672e-01 2.745833105760752346e+00
9.370877000000000407e+03 2.724803999999999782e+00 9.370877000000000407e+03 3.110751633188173493e-01 2.745565955343922226e+00
9.371182000000000698e+03 2.725172000000000150e+00 9.371182000000000698e+03 3.110292058467667431e-01 2.745297926142825418e+00
9.371486000000000786e+03 2.725184000000000051e+00 9.371486000000000786e+03 3.109833990549524252e-01 2.745030775725995298e+00
9.371791999999999462e+03 2.725260000000000016e+00 9.371791999999999462e+03 3.109372909026659748e-01 2.744761867740635353e+00
9.372094999999999345e+03 2.725563999999999876e+00 9.372094999999999345e+03 3.108916347910879452e-01 2.744495596108071922e+00
9.372397999999999229e+03 2.725849999999999884e+00 9.372397999999999229e+03 3.108459786795099156e-01 2.744229324475506715e+00
9.372703999999999724e+03 2.725925999999999849e+00 9.372703999999999724e+03 3.107998705272230211e-01 2.743960416490144993e+00
9.373006999999999607e+03 2.726421999999999901e+00 9.373006999999999607e+03 3.107542144156449915e-01 2.743694144857581563e+00
9.373313000000000102e+03 2.726058999999999788e+00 9.373313000000000102e+03 3.107081062633580970e-01 2.743425236872218065e+00
9.373617000000000189e+03 2.726719999999999811e+00 9.373617000000000189e+03 3.106622994715437791e-01 2.743158086455387945e+00
9.373921000000000276e+03 2.726732000000000156e+00 9.373921000000000276e+03 3.106164926797294612e-01 2.742890936038557825e+00
9.374226000000000568e+03 2.727081999999999784e+00 9.374226000000000568e+03 3.105705352076788550e-01 2.742622906837462793e+00
9.374530000000000655e+03 2.726509000000000071e+00 9.374530000000000655e+03 3.105247284158645371e-01 2.742355756420632673e+00
9.374833000000000538e+03 2.727526999999999813e+00 9.374833000000000538e+03 3.104790723042865075e-01 2.742089484788067466e+00
9.375138000000000829e+03 2.728022999999999865e+00 9.375138000000000829e+03 3.104331148322359013e-01 2.741821455586972434e+00
9.375443999999999505e+03 2.728016999999999914e+00 9.375443999999999505e+03 3.103870066799494509e-01 2.741552547601610712e+00
9.375746999999999389e+03 2.727799000000000085e+00 9.375746999999999389e+03 3.103413505683711993e-01 2.741286275969047281e+00
9.376051999999999680e+03 2.728168000000000148e+00 9.376051999999999680e+03 3.102953930963208151e-01 2.741018246767950473e+00
9.376355999999999767e+03 2.728013999999999939e+00 9.376355999999999767e+03 3.102495863045064972e-01 2.740751096351120353e+00
9.376661000000000058e+03 2.728091000000000044e+00 9.376661000000000058e+03 3.102036288324558910e-01 2.740483067150025320e+00
9.376966000000000349e+03 2.728311999999999848e+00 9.376966000000000349e+03 3.101576713604052848e-01 2.740215037948928511e+00
9.377270000000000437e+03 2.728470999999999869e+00 9.377270000000000437e+03 3.101118645685909669e-01 2.739947887532098392e+00
9.377575000000000728e+03 2.728235000000000188e+00 9.377575000000000728e+03 3.100659070965403608e-01 2.739679858331001583e+00
9.377879000000000815e+03 2.728730999999999796e+00 9.377879000000000815e+03 3.100201003047260429e-01 2.739412707914171463e+00
9.378184999999999491e+03 2.728788999999999909e+00 9.378184999999999491e+03 3.099739921524393704e-01 2.739143799928811518e+00
9.378487999999999374e+03 2.728425000000000100e+00 9.378487999999999374e+03 3.099283360408613408e-01 2.738877528296248087e+00
9.378792999999999665e+03 2.728921000000000152e+00 9.378792999999999665e+03 3.098823785688107346e-01 2.738609499095151278e+00
9.379097999999999956e+03 2.730087999999999848e+00 9.379097999999999956e+03 3.098364210967601284e-01 2.738341469894054470e+00
9.379400999999999840e+03 2.729392999999999958e+00 9.379400999999999840e+03 3.097907649851820988e-01 2.738075198261491039e+00
9.379707000000000335e+03 2.730036000000000129e+00 9.379707000000000335e+03 3.097446568328954264e-01 2.737806290276129317e+00
9.380011000000000422e+03 2.730303999999999842e+00 9.380011000000000422e+03 3.096988500410811085e-01 2.737539139859299198e+00
9.380316000000000713e+03 2.729476000000000013e+00 9.380316000000000713e+03 3.096528925690305023e-01 2.737271110658202389e+00
9.380620000000000800e+03 2.730046999999999890e+00 9.380620000000000800e+03 3.096070857772161844e-01 2.737003960241372269e+00
9.380925999999999476e+03 2.730592000000000130e+00 9.380925999999999476e+03 3.095609776249295120e-01 2.736735052256012324e+00
9.381228999999999360e+03 2.730710999999999888e+00 9.381228999999999360e+03 3.095153215133514824e-01 2.736468780623447117e+00
9.381533999999999651e+03 2.730418999999999929e+00 9.381533999999999651e+03 3.094693640413008762e-01 2.736200751422352084e+00
9.381838999999999942e+03 2.730334000000000039e+00 9.381838999999999942e+03 3.094234065692502700e-01 2.735932722221255275e+00
9.382144000000000233e+03 2.730410000000000004e+00 9.382144000000000233e+03 3.093774490971996638e-01 2.735664693020158467e+00
9.382448000000000320e+03 2.731576000000000004e+00 9.382448000000000320e+03 3.093316423053853459e-01 2.735397542603328347e+00
9.382753000000000611e+03 2.731237999999999833e+00 9.382753000000000611e+03 3.092856848333347397e-01 2.735129513402233314e+00
9.383058999999999287e+03 2.730938000000000088e+00 9.383058999999999287e+03 3.092395766810482893e-01 2.734860605416871593e+00
9.383361999999999171e+03 2.731279999999999930e+00 9.383361999999999171e+03 3.091939205694702597e-01 2.734594333784308162e+00
9.383668999999999869e+03 2.731329000000000118e+00 9.383668999999999869e+03 3.091476617369470770e-01 2.734324547014679752e+00
9.383972999999999956e+03 2.730964999999999865e+00 9.383972999999999956e+03 3.091018549451327591e-01 2.734057396597849632e+00
9.384275999999999840e+03 2.730773999999999813e+00 9.384275999999999840e+03 3.090561988335547294e-01 2.733791124965286201e+00
9.384582000000000335e+03 2.731583000000000094e+00 9.384582000000000335e+03 3.090100906812678350e-01 2.733522216979922703e+00
9.384888000000000829e+03 2.731154000000000082e+00 9.384888000000000829e+03 3.089639825289811625e-01 2.733253308994560982e+00
9.385191000000000713e+03 2.731625000000000192e+00 9.385191000000000713e+03 3.089183264174029109e-01 2.732987037361997551e+00
9.385495999999999185e+03 2.731809999999999850e+00 9.385495999999999185e+03 3.088723689453527488e-01 2.732719008160902519e+00
9.385802999999999884e+03 2.731291000000000135e+00 9.385802999999999884e+03 3.088261101128295660e-01 2.732449221391274108e+00
9.386106999999999971e+03 2.731768999999999892e+00 9.386106999999999971e+03 3.087803033210152481e-01 2.732182070974443988e+00
9.386259000000000015e+03 2.731952999999999854e+00 9.386259000000000015e+03 3.087573999251080892e-01 2.732048495766029816e+00
9.387783999999999651e+03 2.732561000000000018e+00 9.387783999999999651e+03 3.085276125648555023e-01 2.730708349760549325e+00
