#F ./data/binary_mixtures_mca1.100211
#E 1295362398
#D Thu Feb 10 22:43:43 2011
#C id10b  User = opid10
#O0    delta     gamma     omega     theta        mu     sigma    sigmat        xt  
#O1       zt       zt1       thd      chid      rhod        xd        yd        zd  
#O2     att0      arcf        zf      PhiD     phigH     chigH       ygH  
#O3      zgH     phigV     chigV       xgV       ygV       zgV   gslithg   gslitho  
#O4  gslitvo   gslitvg    slit1T    slit1B    slit1F    slit1R   slit1hg   slit1ho  
#O5  slit1vg   slit1vo       s0T       s0B       s0R       s0F  
#O6     s0hg      s0ho      s0vg      s0vo       TRT  
#O7       pi    trough       hv1    mpxthl    apdwin    apdthl     apdhv     xcrl2  
#O8   thcrl2     zcrl2     picou     picod    vdrift    vmulti      vglo      vghi  
#O9     rien
#C line 1
#C line 2

#S 94  ascan  del -0.5 0.5  20 1
#D Thu Feb 10 22:43:43 2011
#T 1  (Seconds)
#P0 0 40 0 0 0 16.265285 27.496768 -9.2398437
#P1 4.7327813 117.1048 13.7494 -0.02853 0 -1 0.223 4.4586251
#P2 11 0 4.7624638 9.6379611 0.17121875 0.70000005  0
#P3 -2.0000013 0 0 0 0 -134 0.79998989 1.9695147
#P4 -0.19017665 0.1 1.582562 0.4174375 1.6324685 1.3675315 3 -0.1324685
#P5 1.9999995 0.58256225   0.04770897 0.052296966 1.2488341 0.75116008
#P6 1.9999942 0.24883702 0.10000594 -0.0022939979 3.2985888   
#P7 -0.004638672 0.00244053 2700 6540 2.5 0.2 420 0
#P8 0 5 -0.075 -0.215 4500 7100 56.4 499.8
#P9  0 
#@MCADEV 1
#@MCA %16C
#@CHANN 1024 0 1023 1
#@CALIB 0 1 0
#@ROI dir1 73 93
#@ROI refl1 95 200
#@ROI yoneda1 200 1000
#@ROI psd1 1 1000
#@ROI all1 1 1000
#C line 1
#C line 2
#N 27
#L delta  H  K  L  Epoch  Seconds  Detector  Ion_m1  Ion_m2  srcur  curratt  ratio  all1  psd1  dir1  refl1  yoneda1  ACEdet  mcaLt1  twago  bpmi  tlangm  vO2  apdcnt  apdtemp  Monitor  detcorr
-0.5 0.637444 -0.23204 0.00662934 2011829 1 0 33901 25762 193.3425 11 0 2 2 0 0 2 0 0.999991 24.6 6.2475021e-07 850 0.0022997267 0 27.077 7548 0
@A 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0\
